"Nome Parlamentar","Partido","UF","Titular/Suplente/Efetivado","Endereço","Anexo","Endereço (continuação)","Gabinete","Endereço (complemento)","Telefone","Fax","Mês Aniversário","Dia Aniversário","Correio Eletrônico","Nome sem Acento","Tratamento","Nome Civil"
"ROGÉRIO PENINHA MENDONÇA","MDB","SC","T","Câmara dos Deputados, Edifício Anexo","4",", gabinete nº",656,"Brasília - DF - CEP 70160-900","3215-5656","3215-2656","01","27","dep.rogeriopeninhamendonca@camara.leg.br","ROGERIO PENINHA MENDONCA","Exmo. Senhor Deputado","ROGÉRIO MENDONÇA"
"ROMAN","PSD","PR","S","Câmara dos Deputados, Edifício Anexo","3",", gabinete nº",575,"Brasília - DF - CEP 70160-900","3215-5575","3215-2575","03","03","dep.roman@camara.leg.br","ROMAN","Exmo. Senhor Deputado","EVANDRO ROGERIO ROMAN"
"RONALDO CARLETTO","PP","BA","T","Câmara dos Deputados, Edifício Anexo","4",", gabinete nº",262,"Brasília - DF - CEP 70160-900","3215-5262","3215-2262","01","05","dep.ronaldocarletto@camara.leg.br","RONALDO CARLETTO","Exmo. Senhor Deputado","RONALDO CARLETTO"
"RONALDO MARTINS","REPUBLICANOS","CE","S","Câmara dos Deputados, Edifício Anexo","4",", gabinete nº",809,"Brasília - DF - CEP 70160-900","3215-5809","3215-2809","01","21","dep.ronaldomartins@camara.leg.br","RONALDO MARTINS","Exmo. Senhor Deputado","RONALDO MANCHADO MARTINS"
"ROSANA VALLE","PSB","SP","T","Câmara dos Deputados, Edifício Anexo","4",", gabinete nº",529,"Brasília - DF - CEP 70160-900","3215-5529","3215-2529","05","08","dep.rosanavalle@camara.leg.br","ROSANA VALLE","Exma. Senhora Deputada","ROSANA DE OLIVEIRA VALLE"
"ROSANGELA GOMES","REPUBLICANOS","RJ","T","Câmara dos Deputados, Edifício Anexo","4",", gabinete nº",438,"Brasília - DF - CEP 70160-900","3215-5438","3215-2438","12","27","dep.rosangelagomes@camara.leg.br","ROSANGELA GOMES","Exma. Senhora Deputada","ROSANGELA DE SOUZA GOMES"
"ROSE MODESTO","PSDB","MS","T","Câmara dos Deputados, Edifício Anexo","4",", gabinete nº",414,"Brasília - DF - CEP 70160-900","3215-5414","3215-2414","02","20","dep.rosemodesto@camara.leg.br","ROSE MODESTO","Exma. Senhora Deputada","ROSIANE MODESTO  DE OLIVEIRA"
"RUBENS BUENO","CIDADANIA","PR","T","Câmara dos Deputados, Edifício Anexo","4",", gabinete nº",916,"Brasília - DF - CEP 70160-900","3215-5916","3215-2916","05","23","dep.rubensbueno@camara.leg.br","RUBENS BUENO","Exmo. Senhor Deputado","RUBENS BUENO"
"RUBENS OTONI","PT","GO","T","Câmara dos Deputados, Edifício Anexo","4",", gabinete nº",501,"Brasília - DF - CEP 70160-900","3215-5501","3215-2501","02","06","dep.rubensotoni@camara.leg.br","RUBENS OTONI","Exmo. Senhor Deputado","RUBENS OTONI GOMIDE"
"RUI FALCÃO","PT","SP","T","Câmara dos Deputados, Edifício Anexo","4",", gabinete nº",819,"Brasília - DF - CEP 70160-900","3215-5819","3215-2819","11","26","dep.ruifalcao@camara.leg.br","RUI FALCAO","Exmo. Senhor Deputado","RUI GOETHE DA COSTA FALCÃO"
"RUY CARNEIRO","PSDB","PB","T","Câmara dos Deputados, Edifício Anexo","4",", gabinete nº",536,"Brasília - DF - CEP 70160-900","3215-5536","3215-2536","08","17","dep.ruycarneiro@camara.leg.br","RUY CARNEIRO","Exmo. Senhor Deputado","RUY MANUEL CARNEIRO BARBOSA DE ACA BELCHIOR"
"SÂMIA BOMFIM","PSOL","SP","T","Câmara dos Deputados, Edifício Anexo","4",", gabinete nº",623,"Brasília - DF - CEP 70160-900","3215-5623","3215-2623","08","22","dep.samiabomfim@camara.leg.br","SAMIA BOMFIM","Exma. Senhora Deputada","SAMIA DE SOUZA BOMFIM"
"SAMUEL MOREIRA","PSDB","SP","T","Câmara dos Deputados, Edifício Anexo","4",", gabinete nº",921,"Brasília - DF - CEP 70160-900","3215-5921","3215-2921","02","09","dep.samuelmoreira@camara.leg.br","SAMUEL MOREIRA","Exmo. Senhor Deputado","SAMUEL MOREIRA DA SILVA JUNIOR"
"SANDERSON","PSL","RS","T","Câmara dos Deputados, Edifício Anexo","4",", gabinete nº",354,"Brasília - DF - CEP 70160-900","3215-5354","3215-2354","12","01","dep.sanderson@camara.leg.br","SANDERSON","Exmo. Senhor Deputado","UBIRATAN ANTUNES SANDERSON"
"SARGENTO FAHUR","PSD","PR","T","Câmara dos Deputados, Edifício Anexo","4",", gabinete nº",858,"Brasília - DF - CEP 70160-900","3215-5858","3215-2858","11","06","dep.sargentofahur@camara.leg.br","SARGENTO FAHUR","Exmo. Senhor Deputado","GILSON CARDOSO FAHUR"
"SCHIAVINATO","PP","PR","T","Câmara dos Deputados, Edifício Anexo","4",", gabinete nº",746,"Brasília - DF - CEP 70160-900","3215-5746","3215-2746","09","12","dep.schiavinato@camara.leg.br","SCHIAVINATO","Exmo. Senhor Deputado","JOSE CARLOS SCHIAVINATO"
"SEBASTIÃO OLIVEIRA","PL","PE","T","Câmara dos Deputados, Edifício Anexo","4",", gabinete nº",225,"Brasília - DF - CEP 70160-900","3215-5225","3215-2225","08","31","dep.sebastiaooliveira@camara.leg.br","SEBASTIAO OLIVEIRA","Exmo. Senhor Deputado","SEBASTIAO IGNACIO DE OLIVEIRA JUNIOR"
"SÉRGIO BRITO","PSD","BA","T","Câmara dos Deputados, Edifício Anexo","4",", gabinete nº",903,"Brasília - DF - CEP 70160-900","3215-5903","3215-2903","06","08","dep.sergiobrito@camara.leg.br","SERGIO BRITO","Exmo. Senhor Deputado","SÉRGIO LUÍS LACERDA BRITO"
"SERGIO SOUZA","MDB","PR","T","Câmara dos Deputados, Edifício Anexo","4",", gabinete nº",702,"Brasília - DF - CEP 70160-900","3215-5702","3215-2702","03","13","dep.sergiosouza@camara.leg.br","SERGIO SOUZA","Exmo. Senhor Deputado","SERGIO DE SOUZA"
"SERGIO TOLEDO","PL","AL","T","Câmara dos Deputados, Edifício Anexo","4",", gabinete nº",539,"Brasília - DF - CEP 70160-900","3215-5539","3215-2539","01","29","dep.sergiotoledo@camara.leg.br","SERGIO TOLEDO","Exmo. Senhor Deputado","SERGIO TOLEDO DE ALBUQUERQUE"
"SERGIO VIDIGAL","PDT","ES","T","Câmara dos Deputados, Edifício Anexo","4",", gabinete nº",812,"Brasília - DF - CEP 70160-900","3215-5812","3215-2812","05","08","dep.sergiovidigal@camara.leg.br","SERGIO VIDIGAL","Exmo. Senhor Deputado","ANTONIO SERGIO ALVES VIDIGAL"
"SEVERINO PESSOA","REPUBLICANOS","AL","T","Câmara dos Deputados, Edifício Anexo","3",", gabinete nº",467,"Brasília - DF - CEP 70160-900","3215-5467","3215-2467","02","06","dep.severinopessoa@camara.leg.br","SEVERINO PESSOA","Exmo. Senhor Deputado","SEVERINO DE LIRA PESSÔA"
"SHÉRIDAN","PSDB","RR","T","Câmara dos Deputados, Edifício Anexo","4",", gabinete nº",246,"Brasília - DF - CEP 70160-900","3215-5246","3215-2246","04","11","dep.sheridan@camara.leg.br","SHERIDAN","Exma. Senhora Deputada","SHÉRIDAN ESTÉRFANY OLIVEIRA"
"SIDNEY LEITE","PSD","AM","T","Câmara dos Deputados, Edifício Anexo","3",", gabinete nº",266,"Brasília - DF - CEP 70160-900","3215-5266","3215-2266","04","08","dep.sidneyleite@camara.leg.br","SIDNEY LEITE","Exmo. Senhor Deputado","SIDNEY RICARDO DE OLIVEIRA LEITE"
"SILAS CÂMARA","REPUBLICANOS","AM","T","Câmara dos Deputados, Edifício Anexo","4",", gabinete nº",532,"Brasília - DF - CEP 70160-900","3215-5532","3215-2532","12","15","dep.silascamara@camara.leg.br","SILAS CAMARA","Exmo. Senhor Deputado","SILAS CÂMARA"
"SILVIA CRISTINA","PDT","RO","T","Câmara dos Deputados, Edifício Anexo","4",", gabinete nº",524,"Brasília - DF - CEP 70160-900","3215-5524","3215-2524","01","15","dep.silviacristina@camara.leg.br","SILVIA CRISTINA","Exma. Senhora Deputada","SILVIA CRISTINA AMANCIO CHAGAS"
"SILVIO COSTA FILHO","REPUBLICANOS","PE","T","Câmara dos Deputados, Edifício Anexo","4",", gabinete nº",402,"Brasília - DF - CEP 70160-900","3215-5402","3215-2402","03","05","dep.silviocostafilho@camara.leg.br","SILVIO COSTA FILHO","Exmo. Senhor Deputado","SILVIO SERAFIM COSTA FILHO"
"SORAYA SANTOS","PL","RJ","T","Câmara dos Deputados, Edifício Anexo","4",", gabinete nº",324,"Brasília - DF - CEP 70160-900","3215-5324","3215-2324","12","04","dep.sorayasantos@camara.leg.br","SORAYA SANTOS","Exma. Senhora Deputada","SORAYA ALENCAR DOS SANTOS"
"SÓSTENES CAVALCANTE","DEM","RJ","T","Câmara dos Deputados, Edifício Anexo","4",", gabinete nº",560,"Brasília - DF - CEP 70160-900","3215-5560","3215-2560","01","16","dep.sostenescavalcante@camara.leg.br","SOSTENES CAVALCANTE","Exmo. Senhor Deputado","SOSTENES SILVA CAVALCANTE"
"STEFANO AGUIAR","PSD","MG","T","Câmara dos Deputados, Edifício Anexo","4",", gabinete nº",341,"Brasília - DF - CEP 70160-900","3215-5341","3215-2341","03","03","dep.stefanoaguiar@camara.leg.br","STEFANO AGUIAR","Exmo. Senhor Deputado","STEFANO AGUIAR DOS SANTOS"
"SUBTENENTE GONZAGA","PDT","MG","T","Câmara dos Deputados, Edifício Anexo","4",", gabinete nº",750,"Brasília - DF - CEP 70160-900","3215-5750","3215-2750","05","31","dep.subtenentegonzaga@camara.leg.br","SUBTENENTE GONZAGA","Exmo. Senhor Deputado","LUIZ GONZAGA RIBEIRO"
"TABATA AMARAL ","PDT","SP","T","Câmara dos Deputados, Edifício Anexo","4",", gabinete nº",848,"Brasília - DF - CEP 70160-900","3215-5848","3215-2848","11","14","dep.tabataamaral@camara.leg.br","TABATA AMARAL ","Exma. Senhora Deputada","TABATA CLAUDIA AMARAL DE PONTES"
"TADEU ALENCAR","PSB","PE","T","Câmara dos Deputados, Edifício Anexo","4",", gabinete nº",820,"Brasília - DF - CEP 70160-900","3215-5820","3215-2820","04","08","dep.tadeualencar@camara.leg.br","TADEU ALENCAR","Exmo. Senhor Deputado","FRANCISCO TADEU BARBOSA DE ALENCAR"
"TALÍRIA PETRONE","PSOL","RJ","T","Câmara dos Deputados, Edifício Anexo","4",", gabinete nº",617,"Brasília - DF - CEP 70160-900","3215-5617","3215-2617","04","09","dep.taliriapetrone@camara.leg.br","TALIRIA PETRONE","Exma. Senhora Deputada","TALIRIA PETRONE SOARES"
"TED CONTI","PSB","ES","S","Câmara dos Deputados, Edifício Anexo","4",", gabinete nº",839,"Brasília - DF - CEP 70160-900","3215-5839","3215-2839","12","28","dep.tedconti@camara.leg.br","TED CONTI","Exmo. Senhor Deputado","JOÃO BATISTA CONTI"
"TEREZA NELMA","PSDB","AL","T","Câmara dos Deputados, Edifício Anexo","4",", gabinete nº",322,"Brasília - DF - CEP 70160-900","3215-5322","3215-2322","10","07","dep.terezanelma@camara.leg.br","TEREZA NELMA","Exma. Senhora Deputada","TEREZA NELMA DA SILVA PORTO VIANA SOARES"
"TIAGO DIMAS","SOLIDARIEDADE","TO","T","Câmara dos Deputados, Edifício Anexo","3",", gabinete nº",269,"Brasília - DF - CEP 70160-900","3215-5269","3215-2269","08","04","dep.tiagodimas@camara.leg.br","TIAGO DIMAS","Exmo. Senhor Deputado","TIAGO BRAGA PEREIRA"
"TIAGO MITRAUD","NOVO","MG","T","Câmara dos Deputados, Edifício Anexo","4",", gabinete nº",544,"Brasília - DF - CEP 70160-900","3215-5544","3215-2544","08","15","dep.tiagomitraud@camara.leg.br","TIAGO MITRAUD","Exmo. Senhor Deputado","TIAGO LIMA MITRAUD DE CASTRO LEITE"
"TIRIRICA","PL","SP","T","Câmara dos Deputados, Edifício Anexo","4",", gabinete nº",343,"Brasília - DF - CEP 70160-900","3215-5343","3215-2343","05","01","dep.tiririca@camara.leg.br","TIRIRICA","Exmo. Senhor Deputado","FRANCISCO EVERARDO TIRIRICA OLIVEIRA SILVA"
"TITO","AVANTE","BA","T","Câmara dos Deputados, Edifício Anexo","4",", gabinete nº",352,"Brasília - DF - CEP 70160-900","3215-5352","3215-2352","11","17","dep.tito@camara.leg.br","TITO","Exmo. Senhor Deputado","CARLOS TITO MARQUES CORDEIRO"
"TONINHO WANDSCHEER","PROS","PR","T","Câmara dos Deputados, Edifício Anexo","4",", gabinete nº",902,"Brasília - DF - CEP 70160-900","3215-5902","3215-2902","08","31","dep.toninhowandscheer@camara.leg.br","TONINHO WANDSCHEER","Exmo. Senhor Deputado","ANTONIO WANDSCHEER"
"TÚLIO GADÊLHA ","PDT","PE","T","Câmara dos Deputados, Edifício Anexo","4",", gabinete nº",360,"Brasília - DF - CEP 70160-900","3215-5360","3215-2360","11","12","dep.tuliogadelha@camara.leg.br","TULIO GADELHA ","Exmo. Senhor Deputado","TÚLIO GADÊLHA SALES DE MELO"
"ULDURICO JUNIOR","PROS","BA","T","Câmara dos Deputados, Edifício Anexo","4",", gabinete nº",729,"Brasília - DF - CEP 70160-900","3215-5729","3215-2729","01","30","dep.ulduricojunior@camara.leg.br","ULDURICO JUNIOR","Exmo. Senhor Deputado","ULDURICO ALENCAR PINTO"
"VAIDON OLIVEIRA","PROS","CE","T","Câmara dos Deputados, Edifício Anexo","4",", gabinete nº",545,"Brasília - DF - CEP 70160-900","3215-5545","3215-2545","04","02","dep.vaidonoliveira@camara.leg.br","VAIDON OLIVEIRA","Exmo. Senhor Deputado","FRANCISCO VAIDON OLIVEIRA"
"VALDEVAN NOVENTA","PSC","SE","T","Câmara dos Deputados, Edifício Anexo","4",", gabinete nº",637,"Brasília - DF - CEP 70160-900","3215-5637","3215-2637","06","20","dep.valdevannoventa@camara.leg.br","VALDEVAN NOVENTA","Exmo. Senhor Deputado","JOSE VALDEVAM DE JESUS SANTOS"
"VALMIR ASSUNÇÃO","PT","BA","T","Câmara dos Deputados, Edifício Anexo","4",", gabinete nº",739,"Brasília - DF - CEP 70160-900","3215-5739","3215-2739","12","17","dep.valmirassuncao@camara.leg.br","VALMIR ASSUNCAO","Exmo. Senhor Deputado","VALMIR CARLOS DA ASSUNÇÃO"
"VANDER LOUBET","PT","MS","T","Câmara dos Deputados, Edifício Anexo","4",", gabinete nº",838,"Brasília - DF - CEP 70160-900","3215-5838","3215-2838","01","22","dep.vanderloubet@camara.leg.br","VANDER LOUBET","Exmo. Senhor Deputado","VANDER LUIZ DOS SANTOS LOUBET"
"VANDERLEI MACRIS","PSDB","SP","T","Câmara dos Deputados, Edifício Anexo","4",", gabinete nº",618,"Brasília - DF - CEP 70160-900","3215-5618","3215-2618","05","20","dep.vanderleimacris@camara.leg.br","VANDERLEI MACRIS","Exmo. Senhor Deputado","VANDERLEI MACRIS"
"VAVÁ MARTINS","REPUBLICANOS","PA","T","Câmara dos Deputados, Edifício Anexo","4",", gabinete nº",901,"Brasília - DF - CEP 70160-900","3215-5901","3215-2901","06","03","dep.vavamartins@camara.leg.br","VAVA MARTINS","Exmo. Senhor Deputado","WAGNER BACH MARTINS"
"VERMELHO","PSD","PR","T","Câmara dos Deputados, Edifício Anexo","4",", gabinete nº",920,"Brasília - DF - CEP 70160-900","3215-5920","3215-2920","03","01","dep.vermelho@camara.leg.br","VERMELHO","Exmo. Senhor Deputado","NELSI COGUETTO MARIA"
"VICENTINHO","PT","SP","T","Câmara dos Deputados, Edifício Anexo","4",", gabinete nº",740,"Brasília - DF - CEP 70160-900","3215-5740","3215-2740","04","08","dep.vicentinho@camara.leg.br","VICENTINHO","Exmo. Senhor Deputado","VICENTE PAULO DA SILVA"
"VICENTINHO JÚNIOR","PL","TO","T","Câmara dos Deputados, Edifício Anexo","4",", gabinete nº",204,"Brasília - DF - CEP 70160-900","3215-5204","3215-2204","04","11","dep.vicentinhojunior@camara.leg.br","VICENTINHO JUNIOR","Exmo. Senhor Deputado","VICENTE ALVES DE OLIVEIRA JUNIOR"
"VILSON DA FETAEMG","PSB","MG","T","Câmara dos Deputados, Edifício Anexo","4",", gabinete nº",648,"Brasília - DF - CEP 70160-900","3215-5648","3215-2648","05","01","dep.vilsondafetaemg@camara.leg.br","VILSON DA FETAEMG","Exmo. Senhor Deputado","VILSON LUIZ DA SILVA"
"VINICIUS CARVALHO","REPUBLICANOS","SP","T","Câmara dos Deputados, Edifício Anexo","4",", gabinete nº",356,"Brasília - DF - CEP 70160-900","3215-5356","3215-2356","01","07","dep.viniciuscarvalho@camara.leg.br","VINICIUS CARVALHO","Exmo. Senhor Deputado","VINICIUS RAPOZO DE CARVALHO"
"VINICIUS FARAH","MDB","RJ","T","Câmara dos Deputados, Edifício Anexo","4",", gabinete nº",429,"Brasília - DF - CEP 70160-900","3215-5429","3215-2429","06","21","dep.viniciusfarah@camara.leg.br","VINICIUS FARAH","Exmo. Senhor Deputado","VINICIUS MEDEIROS FARAH"
"VINICIUS GURGEL","PL","AP","T","Câmara dos Deputados, Edifício Anexo","4",", gabinete nº",852,"Brasília - DF - CEP 70160-900","3215-5852","3215-2852","07","31","dep.viniciusgurgel@camara.leg.br","VINICIUS GURGEL","Exmo. Senhor Deputado","VINICIUS DE AZEVEDO GURGEL"
"VINICIUS POIT","NOVO","SP","T","Câmara dos Deputados, Edifício Anexo","4",", gabinete nº",558,"Brasília - DF - CEP 70160-900","3215-5558","3215-2558","01","31","dep.viniciuspoit@camara.leg.br","VINICIUS POIT","Exmo. Senhor Deputado","VINICIUS LAZZER POIT"
"VITOR HUGO","PSL","GO","T","Câmara dos Deputados, Edifício Anexo","4",", gabinete nº",803,"Brasília - DF - CEP 70160-900","3215-5803","3215-2803","05","31","dep.vitorhugo@camara.leg.br","VITOR HUGO","Exmo. Senhor Deputado","VITOR HUGO DE ARAUJO ALMEIDA"
"VITOR LIPPI","PSDB","SP","T","Câmara dos Deputados, Edifício Anexo","4",", gabinete nº",823,"Brasília - DF - CEP 70160-900","3215-5823","3215-2823","05","18","dep.vitorlippi@camara.leg.br","VITOR LIPPI","Exmo. Senhor Deputado","VITOR LIPPI"
"WALDENOR PEREIRA","PT","BA","T","Câmara dos Deputados, Edifício Anexo","4",", gabinete nº",954,"Brasília - DF - CEP 70160-900","3215-5954","3215-2954","03","08","dep.waldenorpereira@camara.leg.br","WALDENOR PEREIRA","Exmo. Senhor Deputado","WALDENOR ALVES PEREIRA FILHO"
"WALTER ALVES","MDB","RN","T","Câmara dos Deputados, Edifício Anexo","4",", gabinete nº",435,"Brasília - DF - CEP 70160-900","3215-5435","3215-2435","02","27","dep.walteralves@camara.leg.br","WALTER ALVES","Exmo. Senhor Deputado","WALTER PEREIRA ALVES"
"WELITON PRADO","PROS","MG","T","Câmara dos Deputados, Edifício Anexo","4",", gabinete nº",250,"Brasília - DF - CEP 70160-900","3215-5250","3215-2250","08","24","dep.welitonprado@camara.leg.br","WELITON PRADO","Exmo. Senhor Deputado","WELITON FERNANDES PRADO"
"WELLINGTON ROBERTO","PL","PB","T","Câmara dos Deputados, Edifício Anexo","4",", gabinete nº",514,"Brasília - DF - CEP 70160-900","3215-5514","3215-2514","05","19","dep.wellingtonroberto@camara.leg.br","WELLINGTON ROBERTO","Exmo. Senhor Deputado","JOSÉ WELLINGTON ROBERTO"
"WILSON SANTIAGO","PTB","PB","T","Câmara dos Deputados, Edifício Anexo","4",", gabinete nº",534,"Brasília - DF - CEP 70160-900","3215-5534","3215-2534","06","10","dep.wilsonsantiago@camara.leg.br","WILSON SANTIAGO","Exmo. Senhor Deputado","JOSÉ WILSON SANTIAGO"
"WLADIMIR GAROTINHO","PSD","RJ","T","Câmara dos Deputados, Edifício Anexo","3",", gabinete nº",274,"Brasília - DF - CEP 70160-900","3215-5274","3215-2274","01","13","dep.wladimirgarotinho@camara.leg.br","WLADIMIR GAROTINHO","Exmo. Senhor Deputado","WLADIMIR BARROS ASSED MATHEUS DE OLIVEIRA"
"WOLNEY QUEIROZ","PDT","PE","T","Câmara dos Deputados, Edifício Anexo","4",", gabinete nº",936,"Brasília - DF - CEP 70160-900","3215-5936","3215-2936","12","12","dep.wolneyqueiroz@camara.leg.br","WOLNEY QUEIROZ","Exmo. Senhor Deputado","WOLNEY QUEIROZ MACIEL"
"ZÉ CARLOS","PT","MA","T","Câmara dos Deputados, Edifício Anexo","4",", gabinete nº",543,"Brasília - DF - CEP 70160-900","3215-5543","3215-2543","05","26","dep.zecarlos@camara.leg.br","ZE CARLOS","Exmo. Senhor Deputado","JOSÉ CARLOS NUNES JÚNIOR"
"ZÉ NETO","PT","BA","T","Câmara dos Deputados, Edifício Anexo","3",", gabinete nº",585,"Brasília - DF - CEP 70160-900","3215-5585","3215-2585","03","30","dep.zeneto@camara.leg.br","ZE NETO","Exmo. Senhor Deputado","JOSÉ CERQUEIRA DE SANTANA NETO"
"ZÉ SILVA","SOLIDARIEDADE","MG","T","Câmara dos Deputados, Edifício Anexo","4",", gabinete nº",608,"Brasília - DF - CEP 70160-900","3215-5608","3215-2608","05","11","dep.zesilva@camara.leg.br","ZE SILVA","Exmo. Senhor Deputado","JOSÉ SILVA SOARES"
"ZÉ VITOR","PL","MG","T","Câmara dos Deputados, Edifício Anexo","4",", gabinete nº",525,"Brasília - DF - CEP 70160-900","3215-5525","3215-2525","11","01","dep.zevitor@camara.leg.br","ZE VITOR","Exmo. Senhor Deputado","JOSE VITOR DE RESENDE AGUIAR"
"ZECA DIRCEU","PT","PR","T","Câmara dos Deputados, Edifício Anexo","4",", gabinete nº",613,"Brasília - DF - CEP 70160-900","3215-5613","3215-2613","06","21","dep.zecadirceu@camara.leg.br","ZECA DIRCEU","Exmo. Senhor Deputado","JOSÉ CARLOS BECKER DE OLIVEIRA E SILVA"
